,Type,Air Temperature,Process Temperature,Rotational Speed,Torque,Tool Wear,Machine Failure
7928,L,300.6,311.7,1497,43.6,198,0
7929,M,300.6,311.6,1669,29.2,200,0
7930,L,300.6,311.6,1455,48.0,203,0
7931,L,300.7,311.7,1499,38.4,205,0
7932,L,300.7,311.8,1478,41.9,207,0
7933,L,300.8,311.8,1928,21.8,209,0
7934,M,300.8,311.9,1621,28.3,211,0
7935,M,300.8,311.9,1356,44.3,214,0
7936,L,300.8,311.7,1490,46.4,217,0
7937,L,300.8,311.7,1578,31.4,219,0
7938,L,300.8,311.7,1681,31.3,221,0
7939,L,300.8,311.8,1417,43.4,223,0
7940,M,300.7,311.7,1532,40.0,0,0
7941,M,300.7,311.7,1499,38.9,3,0
7942,L,300.8,311.7,1432,45.8,6,0
7943,L,300.8,311.7,1753,29.0,8,0
7944,L,300.8,311.7,1414,49.0,10,0
7945,L,300.8,311.7,1655,32.2,12,0
7946,L,300.8,311.6,1516,35.6,14,0
7947,L,300.8,311.7,1426,45.5,16,0
7948,L,300.8,311.7,1479,39.4,18,0
7949,M,300.7,311.5,1569,36.4,20,0
7950,L,300.8,311.6,1568,36.0,23,0
7951,M,300.9,311.8,1843,24.5,25,0
7952,M,300.9,311.9,1480,40.9,28,0
7953,L,301.0,312.0,1447,36.8,31,0
7954,L,301.0,311.9,1454,41.9,33,0
7955,M,300.9,311.9,1310,56.1,35,0
7956,H,300.9,311.9,1513,38.0,38,0
7957,H,300.9,311.9,2140,16.5,43,0
7958,L,301.0,312.1,1377,49.9,48,0
7959,L,301.0,312.1,1585,32.3,50,0
7960,H,301.1,312.2,1491,42.6,52,0
7961,L,301.0,312.2,1264,59.0,57,0
7962,L,301.0,312.2,1372,47.0,59,0
7963,L,301.0,312.2,1510,39.9,61,0
7964,L,300.9,312.1,1423,40.2,63,0
7965,L,301.1,312.3,1464,35.3,65,0
7966,L,301.0,312.2,1602,35.9,67,0
7967,M,301.0,312.2,1629,32.6,69,0
7968,L,300.9,312.2,1811,23.2,72,0
7969,L,300.9,312.1,1711,28.8,74,0
7970,M,300.9,312.1,1297,48.6,76,0
7971,L,301.0,312.1,1405,46.1,79,0
7972,L,301.1,312.2,1397,54.9,81,0
7973,L,301.1,312.3,1682,29.7,83,0
7974,L,301.2,312.3,1528,38.4,85,0
7975,M,301.2,312.3,1548,38.3,87,0
7976,H,301.2,312.4,1395,47.8,90,0
7977,L,301.2,312.4,1378,59.0,95,0
7978,L,301.2,312.4,1480,53.5,97,0
7979,M,301.2,312.4,1428,36.6,99,0
7980,M,301.2,312.4,1505,39.6,102,0
7981,L,301.0,312.3,1445,36.4,105,0
7982,L,301.0,312.3,1488,42.6,107,0
7983,L,301.0,312.2,1601,33.0,109,0
7984,L,301.0,312.3,1550,34.9,111,0
7985,L,301.0,312.2,1540,34.1,113,0
7986,L,301.1,312.3,1587,34.5,115,0
7987,H,301.0,312.2,1489,40.3,117,0
7988,L,301.1,312.3,1486,34.9,122,0
7989,L,301.1,312.4,1430,37.9,124,0
7990,M,301.1,312.4,1809,25.1,126,0
7991,L,301.1,312.3,1534,39.0,129,0
7992,M,301.1,312.3,1852,25.9,131,0
7993,L,301.1,312.3,1595,31.9,134,0
7994,L,301.0,312.3,1424,43.5,136,0
7995,L,301.0,312.2,1776,28.8,138,0
7996,M,301.0,312.2,1499,41.5,140,0
7997,M,301.0,312.2,2710,9.7,143,1
7998,L,300.9,312.1,1359,51.7,146,0
7999,M,300.9,312.1,1617,31.0,148,0
8000,M,300.8,312.0,1443,53.3,151,0
8001,L,300.8,312.0,1374,50.2,154,0
8002,M,300.9,312.1,1851,23.0,156,0
8003,M,300.8,312.0,1274,67.3,159,0
8004,L,300.9,312.0,1533,44.0,162,0
8005,L,300.8,312.0,1477,37.3,164,0
8006,L,300.9,312.1,1462,46.0,166,0
8007,M,301.0,312.1,1664,28.4,168,0
8008,L,300.8,311.9,1414,41.1,171,0
8009,H,300.9,312.0,2129,17.8,173,0
8010,L,300.8,311.8,1323,61.1,178,0
8011,L,300.8,311.8,1427,43.3,180,0
8012,M,300.9,312.0,1375,56.1,182,0
8013,M,300.9,312.0,1402,50.7,185,0
8014,L,300.9,312.0,1500,44.2,188,0
8015,M,301.0,312.0,1558,37.5,190,0
8016,M,300.9,312.0,1447,41.4,193,0
8017,L,301.0,312.0,1518,39.3,196,0
8018,L,301.0,311.9,1889,23.5,198,0
8019,L,301.0,312.1,1675,30.7,200,0
8020,H,300.9,312.0,1720,27.9,202,0
8021,M,301.0,312.0,1499,34.6,207,0
8022,L,300.9,312.0,1441,43.8,210,0
8023,H,300.9,312.0,1397,42.7,212,0
8024,L,300.9,312.0,1493,38.7,217,0
8025,M,300.8,312.0,1422,50.7,219,0
8026,L,300.7,311.9,1399,50.2,222,1
8027,L,300.6,311.9,1425,44.9,224,0
8028,L,300.6,311.8,1501,44.8,226,0
8029,M,300.6,311.9,1629,35.3,0,0
8030,L,300.6,312.0,1490,42.2,3,0
8031,L,300.7,312.0,1550,32.4,5,0
8032,L,300.8,312.0,1416,46.5,7,0
8033,L,300.7,311.9,1485,38.8,9,0
8034,L,300.7,311.8,1564,36.8,11,0
8035,L,300.7,311.7,1910,19.7,13,0
8036,L,300.7,311.7,1460,46.1,15,0
8037,L,300.7,311.8,1603,34.1,17,0
8038,L,300.7,311.8,1486,47.3,19,0
8039,L,300.8,311.9,1560,31.8,21,0
8040,L,300.8,311.9,1498,39.3,23,0
8041,H,300.8,311.9,1431,48.5,25,0
8042,L,300.8,311.9,1486,45.1,30,0
8043,L,300.7,311.9,1486,35.8,32,0
8044,L,300.7,311.8,1441,38.1,34,0
8045,M,300.7,311.9,1366,55.1,36,0
8046,L,300.6,311.8,1471,41.4,39,0
8047,L,300.6,311.9,1463,38.2,41,0
8048,L,300.6,311.9,1413,41.3,43,0
8049,H,300.6,311.9,1604,30.5,45,0
8050,L,300.7,312.0,1401,51.1,50,0
8051,L,300.6,311.8,1652,27.2,52,0
8052,L,300.5,311.9,1403,45.7,54,0
8053,L,300.5,311.9,1887,21.7,56,0
8054,L,300.4,311.8,1405,47.9,58,0
8055,H,300.2,311.6,1496,41.1,60,0
8056,L,300.1,311.5,1499,43.4,65,0
8057,L,300.2,311.5,1549,37.2,67,0
8058,L,300.3,311.6,1515,44.9,69,0
8059,L,300.2,311.6,1540,37.7,71,0
8060,H,300.2,311.5,1426,44.3,73,0
8061,M,300.2,311.6,1465,41.4,78,0
8062,M,300.3,311.6,1359,54.1,81,0
8063,M,300.3,311.7,1551,36.4,84,0
8064,L,300.5,311.8,1596,34.8,87,0
8065,M,300.5,311.9,1670,26.3,89,0
8066,L,300.4,311.9,1868,21.3,92,0
8067,M,300.6,312.0,1490,39.8,94,0
8068,M,300.5,311.9,1676,35.2,97,0
8069,M,300.5,311.9,1875,22.1,100,0
8070,M,300.5,312.0,1867,23.0,103,0
8071,L,300.5,312.0,1646,29.5,106,0
8072,H,300.5,312.0,1375,43.2,108,0
8073,L,300.5,312.0,1558,36.7,113,0
8074,L,300.4,312.0,1631,34.9,115,0
8075,L,300.4,312.0,1366,43.0,117,0
8076,L,300.3,311.8,1360,48.0,119,0
8077,L,300.3,311.8,1547,39.7,121,0
8078,L,300.3,311.7,1571,31.2,123,0
8079,L,300.2,311.5,1528,36.1,125,0
8080,H,300.2,311.5,1432,43.6,127,0
8081,L,300.2,311.6,1356,53.5,132,0
8082,H,300.1,311.5,1422,46.2,134,0
8083,L,300.1,311.4,1438,42.2,139,0
8084,L,300.2,311.4,1483,44.4,141,0
8085,L,300.2,311.4,1331,49.8,143,0
8086,L,300.2,311.4,1463,37.5,145,0
8087,L,300.1,311.4,1446,40.6,147,0
8088,L,300.1,311.4,1356,45.7,149,0
8089,L,300.1,311.3,1676,30.3,151,0
8090,L,300.1,311.4,1910,23.0,153,0
8091,L,300.2,311.6,1375,56.9,155,0
8092,M,300.2,311.6,1513,40.8,157,0
8093,L,300.2,311.6,1511,35.7,160,0
8094,H,300.2,311.6,1662,28.8,162,0
8095,L,300.2,311.7,1493,48.3,167,0
8096,M,300.2,311.7,1555,37.4,169,0
8097,L,300.3,311.7,1452,41.5,172,0
8098,L,300.2,311.6,1500,39.0,174,0
8099,L,300.2,311.7,1603,30.5,176,0
8100,L,300.3,311.7,1682,27.8,178,0
8101,L,300.3,311.8,1567,37.7,180,0
8102,L,300.3,311.8,1413,46.0,182,0
8103,M,300.3,311.9,1429,41.6,184,0
8104,L,300.3,311.9,1692,31.5,187,0
8105,L,300.4,311.9,1476,48.7,189,0
8106,M,300.4,312.0,1596,30.4,191,0
8107,H,300.3,311.9,1390,49.0,194,0
8108,M,300.3,311.8,1607,33.7,199,0
8109,L,300.3,311.7,1821,26.3,202,0
8110,H,300.3,311.8,2141,18.5,204,0
8111,M,300.4,311.8,1553,33.1,209,1
8112,M,300.4,311.8,1442,45.1,0,0
8113,L,300.4,311.7,1459,45.6,3,0
8114,H,300.4,311.8,2496,13.5,5,0
8115,L,300.4,311.8,1367,57.2,10,0
8116,L,300.3,311.8,2004,19.6,12,0
8117,L,300.3,311.7,1406,47.5,14,0
8118,L,300.3,311.8,1548,33.0,16,0
8119,L,300.3,311.7,1333,55.2,18,0
8120,L,300.2,311.6,1767,26.4,20,0
8121,L,300.2,311.6,1827,27.0,22,0
8122,M,300.2,311.6,1533,46.4,24,0
8123,H,300.2,311.5,1515,36.8,27,0
8124,L,300.2,311.4,1568,41.0,32,0
8125,L,300.2,311.4,1452,47.8,34,0
8126,L,300.2,311.4,1433,37.9,36,0
8127,M,300.1,311.3,1650,33.8,38,0
8128,L,300.1,311.4,1629,31.3,41,0
8129,L,300.0,311.3,1520,39.2,43,0
8130,H,300.0,311.2,1393,43.1,45,0
8131,H,299.9,311.2,1364,49.6,50,0
8132,M,299.9,311.3,1389,50.0,55,0
8133,L,299.8,311.1,1466,46.1,58,0
8134,L,299.7,311.1,1650,32.4,60,0
8135,L,299.6,311.0,1554,36.3,62,0
8136,M,299.6,310.9,1474,39.7,64,0
8137,H,299.5,310.8,1600,32.4,67,0
8138,L,299.5,310.8,1356,54.9,72,0
8139,L,299.5,310.8,1571,38.2,74,0
8140,L,299.6,310.9,1658,28.0,76,0
8141,L,299.6,310.8,1393,49.9,78,0
8142,M,299.7,311.0,1448,49.8,80,0
8143,L,299.7,310.9,1477,40.4,83,0
8144,M,299.7,311.0,1506,42.7,85,0
8145,M,299.7,310.9,1685,32.1,88,0
8146,L,299.6,310.9,1533,31.8,91,0
8147,L,299.5,310.8,1447,41.0,93,0
8148,M,299.5,310.7,1488,39.5,95,0
8149,M,299.6,310.8,1427,50.4,98,0
8150,M,299.5,310.7,1424,41.3,101,0
8151,L,299.5,310.7,1472,40.9,104,0
8152,L,299.5,310.7,1438,45.7,106,0
8153,L,299.6,310.8,1507,42.4,108,0
8154,L,299.6,310.7,1393,52.1,110,0
8155,L,299.5,310.8,1283,52.4,112,0
8156,L,299.6,310.8,1644,30.9,114,0
8157,L,299.6,310.8,1498,46.9,116,0
8158,L,299.6,310.8,1400,40.8,118,0
8159,H,299.6,310.9,1679,31.2,120,0
8160,M,299.7,311.1,1618,30.3,125,0
8161,H,299.6,311.0,1714,30.2,128,0
8162,L,299.6,311.0,1574,35.0,133,0
8163,L,299.7,311.1,1574,36.4,135,0
8164,L,299.6,310.9,1472,40.9,137,0
8165,L,299.6,311.0,1552,33.2,139,0
8166,L,299.7,311.1,1603,31.4,141,0
8167,H,299.7,311.1,1353,47.1,143,0
8168,L,299.7,311.1,1690,30.6,148,0
8169,M,299.8,311.2,1745,26.3,150,0
8170,L,299.9,311.3,1522,45.7,153,0
8171,H,300.0,311.4,1641,34.5,155,0
8172,L,299.9,311.4,1596,28.9,160,0
8173,H,299.9,311.4,1497,37.0,162,0
8174,L,299.9,311.3,1371,52.3,167,0
8175,M,299.9,311.3,1445,41.2,169,0
8176,L,299.8,311.2,1564,40.0,172,0
8177,L,299.7,311.1,1439,44.9,174,0
8178,L,299.7,311.2,1352,52.1,176,0
8179,L,299.8,311.3,1560,35.4,178,0
8180,M,299.7,311.2,1616,42.3,180,0
8181,L,299.7,311.2,1835,23.7,183,0
8182,M,299.7,311.1,1649,32.7,185,0
8183,L,299.8,311.1,1452,47.3,188,0
8184,L,299.8,311.1,2144,17.7,190,0
8185,L,299.7,311.1,1554,41.0,192,0
8186,L,299.7,311.0,1827,25.4,194,0
8187,L,299.6,310.9,1448,46.3,196,0
8188,M,299.6,310.9,1530,38.8,198,0
8189,L,299.7,311.0,1983,21.0,201,0
8190,M,299.7,310.9,1620,37.2,203,0
8191,M,299.6,310.9,1630,29.8,206,0
8192,L,299.6,310.9,1229,65.2,209,1
8193,L,299.5,310.8,1873,22.3,211,0
8194,L,299.4,310.7,1426,45.7,213,0
8195,L,299.4,310.8,1376,53.9,215,1
8196,L,299.4,310.8,1622,33.6,217,0
8197,M,299.4,310.7,1492,45.7,219,0
8198,M,299.3,310.7,1374,48.9,222,0
8199,L,299.2,310.7,1737,27.0,225,1
8200,L,299.3,310.8,1426,42.4,0,0
8201,M,299.3,310.9,1826,25.1,2,0
8202,L,299.3,310.9,1669,32.4,5,0
8203,M,299.4,310.9,1473,40.1,7,0
8204,L,299.4,310.9,1751,27.8,10,0
8205,M,299.4,310.9,1446,47.3,12,0
8206,L,299.3,310.8,1483,43.5,15,0
8207,L,299.2,310.7,1535,42.6,17,0
8208,L,299.2,310.7,1477,44.0,19,0
8209,L,299.3,310.8,1391,46.9,21,0
8210,H,299.2,310.7,1636,29.4,23,0
8211,L,299.2,310.6,1675,33.3,28,0
8212,H,299.2,310.5,1329,48.9,30,0
8213,M,299.2,310.5,1548,33.5,35,0
8214,L,299.2,310.5,1391,45.8,38,0
8215,L,299.1,310.5,1437,43.1,40,0
8216,L,299.2,310.6,1370,61.9,42,0
8217,L,299.1,310.6,1577,37.1,44,0
8218,L,299.1,310.5,1485,37.8,46,0
8219,L,299.0,310.4,1504,34.3,48,0
8220,M,298.9,310.3,1551,35.2,50,0
8221,M,299.1,310.5,1428,43.0,53,0
8222,L,299.0,310.5,1755,27.9,56,0
8223,L,299.1,310.5,1329,54.9,58,0
8224,L,299.1,310.5,1496,35.2,60,0
8225,L,299.1,310.5,1532,36.6,62,0
8226,L,299.1,310.5,1389,61.4,64,0
8227,M,299.1,310.4,1524,51.4,66,0
8228,M,299.1,310.4,1422,49.3,69,0
8229,L,299.1,310.5,1739,27.4,72,0
8230,L,299.1,310.5,1736,26.9,74,0
8231,L,299.1,310.5,1419,48.8,76,0
8232,L,299.1,310.6,1326,49.7,78,0
8233,M,299.1,310.6,1449,43.2,80,0
8234,L,299.2,310.6,1534,39.7,83,0
8235,M,299.2,310.6,1443,50.9,85,0
8236,L,299.2,310.6,1498,41.1,88,0
8237,L,299.1,310.6,1796,26.0,90,0
8238,L,299.1,310.4,1519,45.3,92,0
8239,L,299.0,310.4,1339,49.6,94,0
8240,L,299.0,310.4,1483,41.5,96,0
8241,M,298.9,310.2,2099,20.0,98,0
8242,M,299.0,310.3,1689,29.7,101,0
8243,H,299.1,310.4,1369,54.5,104,0
8244,L,299.0,310.4,1512,38.8,109,0
8245,M,299.0,310.3,1303,68.6,111,1
8246,L,299.0,310.3,1552,39.9,114,0
8247,L,299.0,310.4,1713,28.0,116,0
8248,L,298.9,310.3,1456,44.1,118,0
8249,L,299.0,310.4,1524,39.8,120,0
8250,M,299.0,310.4,1394,45.2,122,0
8251,L,299.0,310.4,1981,21.2,125,0
8252,L,299.0,310.4,1565,36.1,127,0
8253,L,299.1,310.4,1657,31.0,129,0
8254,M,299.0,310.4,1625,37.1,131,0
8255,L,299.0,310.4,1606,31.1,134,0
8256,H,299.0,310.5,1336,56.8,136,0
8257,M,299.0,310.6,1587,34.2,141,0
8258,L,299.1,310.6,1602,39.7,144,0
8259,L,299.1,310.5,1471,38.4,146,0
8260,H,299.1,310.6,1332,48.0,148,0
8261,H,299.2,310.6,1434,48.4,153,0
8262,L,299.1,310.6,1921,23.9,158,0
8263,H,299.2,310.6,1704,30.6,160,0
8264,M,299.1,310.6,1397,49.5,165,0
8265,H,299.1,310.6,1791,28.0,168,0
8266,L,299.1,310.6,1818,24.1,173,0
8267,L,299.2,310.7,1540,36.3,175,0
8268,M,299.2,310.8,1502,39.8,177,0
8269,H,299.2,310.8,1761,30.4,180,0
8270,M,299.1,310.8,1517,38.4,185,0
8271,L,299.1,310.7,1309,51.1,188,0
8272,L,298.9,310.6,1363,52.6,190,0
8273,M,299.0,310.6,1787,22.2,192,0
8274,L,298.9,310.5,1640,29.2,195,0
8275,M,298.9,310.6,1720,25.3,197,0
8276,L,298.8,310.5,1384,52.8,200,0
8277,H,298.8,310.5,1294,55.8,202,0
8278,L,298.8,310.5,1464,46.4,207,0
8279,L,298.8,310.6,1803,25.4,209,0
8280,L,298.8,310.6,1602,39.1,211,0
8281,H,298.9,310.6,1519,38.8,213,0
8282,M,298.9,310.7,1638,33.6,218,0
8283,H,298.9,310.6,1615,33.0,221,0
8284,L,298.8,310.6,1651,33.3,0,0
8285,L,298.9,310.6,1387,52.7,2,0
8286,M,298.8,310.5,1678,32.8,4,0
8287,L,298.9,310.6,1585,38.1,7,0
8288,M,298.8,310.6,1640,33.8,9,0
8289,L,298.9,310.6,1406,43.8,12,0
8290,M,298.9,310.6,1679,35.8,14,0
8291,L,298.9,310.5,1717,26.9,17,0
8292,H,298.9,310.5,1429,39.9,19,0
8293,M,298.9,310.4,1533,44.4,24,0
8294,M,298.9,310.5,1525,38.5,27,0
8295,L,298.9,310.4,1739,26.3,30,0
8296,L,298.9,310.3,1436,39.0,32,0
8297,M,298.8,310.2,1595,33.1,34,0
8298,H,298.7,310.1,1435,45.6,37,0
8299,L,298.7,310.0,1637,31.8,42,0
8300,L,298.7,310.1,1558,37.6,44,0
8301,M,298.7,310.1,1644,34.1,46,0
8302,L,298.7,310.1,1641,31.1,49,0
8303,L,298.8,310.2,1504,41.0,51,0
8304,M,298.7,310.1,1506,50.7,53,0
8305,H,298.8,310.1,1380,44.0,56,0
8306,M,298.7,310.1,1549,42.5,61,0
8307,M,298.7,310.1,1402,69.7,64,1
8308,L,298.7,310.1,1401,45.3,67,0
8309,M,298.7,310.0,1459,40.2,69,0
8310,L,298.7,309.9,1465,39.7,72,0
8311,M,298.8,310.0,1295,52.7,74,0
8312,M,298.8,310.0,1529,38.5,77,0
8313,M,298.8,310.0,1484,44.9,80,0
8314,L,298.8,309.9,1739,30.6,83,0
8315,H,298.7,309.8,1422,40.7,85,0
8316,L,298.8,309.8,1463,40.0,90,0
8317,L,298.7,309.7,1667,30.4,92,0
8318,H,298.7,309.7,1565,39.3,94,0
8319,L,298.7,309.7,1393,45.7,99,0
8320,M,298.8,309.7,1453,47.7,101,0
8321,L,298.8,309.6,1442,50.0,104,0
8322,L,298.7,309.6,1364,44.9,106,0
8323,H,298.7,309.5,1453,40.4,108,0
8324,M,298.7,309.5,1394,46.0,113,0
8325,M,298.7,309.5,1500,38.8,116,0
8326,H,298.6,309.5,1523,34.2,119,0
8327,M,298.7,309.6,1254,57.1,124,0
8328,L,298.6,309.5,1325,52.2,127,0
8329,L,298.8,309.7,1424,49.6,129,0
8330,L,298.8,309.7,1505,39.0,131,0
8331,M,298.8,309.7,1392,48.7,133,0
8332,L,298.8,309.7,1529,44.0,136,0
8333,M,298.8,309.7,1477,48.5,138,0
8334,M,298.8,309.7,1459,47.3,141,0
8335,M,299.0,309.8,2240,15.9,144,0
8336,L,298.9,309.7,1449,48.8,147,0
8337,M,298.8,309.7,1589,35.3,149,0
8338,L,298.8,309.7,1740,28.5,152,0
8339,M,298.8,309.7,1499,40.3,154,0
8340,M,298.8,309.7,1480,38.1,157,0
8341,L,298.8,309.7,1751,29.6,160,0
8342,L,298.7,309.7,1510,40.6,162,0
8343,H,298.8,309.8,1437,48.2,164,0
8344,L,298.8,309.7,1609,40.4,169,0
8345,H,298.8,309.8,1490,35.9,171,0
8346,L,298.7,309.7,1601,35.7,176,0
8347,L,298.7,309.6,1665,31.1,178,0
8348,M,298.7,309.6,1452,42.7,180,0
8349,M,298.7,309.5,1487,33.6,183,0
8350,M,298.7,309.6,1382,48.1,186,0
8351,M,298.7,309.6,1686,26.2,189,0
8352,L,298.6,309.6,1491,36.9,192,0
8353,L,298.7,309.6,1442,55.6,194,0
8354,L,298.6,309.6,1390,50.3,196,0
8355,L,298.7,309.6,1502,46.7,198,0
8356,M,298.6,309.6,1344,59.4,200,0
8357,L,298.5,309.5,1385,46.3,203,1
8358,L,298.7,309.7,1547,37.4,0,0
8359,M,298.6,309.6,1525,42.4,2,0
8360,L,298.6,309.6,1540,35.8,5,0
8361,L,298.6,309.5,1450,44.3,7,0
8362,L,298.6,309.6,1353,62.5,9,0
8363,L,298.8,309.7,1582,45.0,11,0
8364,L,298.9,309.8,1396,49.0,13,0
8365,M,298.8,309.8,1551,36.6,15,0
8366,M,298.9,309.8,1836,22.8,18,0
8367,L,298.9,309.8,1390,49.9,21,0
8368,L,298.9,309.8,1534,42.1,23,0
8369,L,298.8,309.7,1953,20.6,25,0
8370,L,298.8,309.8,1634,33.6,27,0
8371,L,298.7,309.7,1881,21.7,29,0
8372,M,298.8,309.7,1448,44.8,31,0
8373,M,298.7,309.7,1362,50.5,34,0
8374,L,298.8,309.7,1225,63.4,37,0
8375,M,298.8,309.6,1384,48.2,39,0
8376,L,298.8,309.8,1334,49.3,42,0
8377,L,298.8,309.7,1336,50.3,44,0
8378,M,298.8,309.9,1331,61.6,46,0
8379,L,298.8,309.9,1629,31.9,49,0
8380,L,298.9,310.0,1776,25.7,51,0
8381,H,298.8,310.0,1530,38.3,53,0
8382,L,298.9,310.0,1719,27.3,58,0
8383,M,298.8,309.9,1495,35.2,60,0
8384,L,298.8,309.7,1450,43.1,63,0
8385,H,298.8,309.8,1563,38.8,65,0
8386,M,298.9,309.9,1501,37.1,70,0
8387,L,298.8,309.9,1351,47.2,73,0
8388,L,298.9,309.9,1365,46.5,75,0
8389,L,298.8,309.9,1525,39.7,77,0
8390,M,298.8,309.8,1288,61.9,79,0
8391,L,298.6,309.6,1423,42.7,82,0
8392,M,298.5,309.6,1502,39.4,84,0
8393,L,298.5,309.5,1428,43.5,87,0
8394,M,298.6,309.5,1566,38.1,89,0
8395,M,298.5,309.5,1483,44.8,92,0
8396,H,298.6,309.6,1593,33.3,95,0
8397,L,298.5,309.6,1724,26.4,100,0
8398,L,298.5,309.7,2617,12.1,102,1
8399,L,298.6,309.7,1294,59.4,104,0
8400,L,298.6,309.6,1533,40.7,106,0
8401,H,298.5,309.4,1671,31.8,108,0
8402,L,298.5,309.5,1370,52.4,113,0
8403,L,298.5,309.6,1462,45.1,115,0
8404,L,298.4,309.5,1545,36.6,117,0
8405,M,298.4,309.5,1484,41.7,119,0
8406,M,298.4,309.5,1344,45.3,122,0
8407,L,298.4,309.5,1357,50.1,125,0
8408,M,298.5,309.6,1572,33.0,127,0
8409,L,298.5,309.6,1861,26.9,130,0
8410,L,298.5,309.5,1548,44.5,132,0
8411,L,298.6,309.8,1496,37.7,134,0
8412,M,298.6,309.7,1314,49.7,136,0
8413,M,298.6,309.7,1422,49.7,139,0
8414,L,298.6,309.8,1842,20.1,142,0
8415,M,298.7,309.9,1434,53.0,144,0
8416,M,298.8,310.1,1585,31.3,147,0
8417,H,298.8,310.1,1704,30.7,150,0
8418,L,298.9,310.2,1971,23.2,155,0
8419,L,299.0,310.3,1431,39.9,157,0
8420,L,298.9,310.4,1546,37.7,159,0
8421,L,298.9,310.3,1496,36.3,161,0
8422,H,298.9,310.3,1243,63.0,163,0
8423,L,299.0,310.4,1452,46.2,168,0
8424,L,299.1,310.6,1380,44.7,170,0
8425,L,299.2,310.6,1567,38.4,172,0
8426,L,299.1,310.5,1628,35.9,174,0
8427,L,299.1,310.4,1505,46.1,176,0
8428,M,299.0,310.3,1827,28.0,178,0
8429,L,299.0,310.3,1577,40.0,181,0
8430,L,298.9,310.2,1304,57.2,183,0
8431,H,298.9,310.1,1324,54.6,185,0
8432,L,298.8,310.0,1537,39.9,190,0
8433,M,298.8,310.1,1501,48.7,192,0
8434,M,298.7,309.9,1654,29.1,195,0
8435,M,298.7,310.0,1519,38.1,198,0
8436,L,298.7,309.9,1371,51.3,201,0
8437,L,298.7,309.8,1181,65.9,203,1
8438,L,298.6,309.8,1469,42.8,205,0
8439,L,298.6,309.8,1637,34.6,207,0
8440,L,298.6,309.8,1370,56.0,0,0
8441,L,298.6,309.9,1630,30.6,2,0
8442,L,298.6,310.0,1517,39.0,4,0
8443,M,298.6,309.9,1668,32.3,6,0
8444,M,298.6,309.9,1818,24.9,9,0
8445,M,298.6,310.0,1541,36.9,12,0
8446,L,298.5,309.9,1482,42.1,15,0
8447,L,298.6,310.1,1439,49.9,17,0
8448,L,298.5,310.0,1492,41.2,19,0
8449,L,298.4,309.9,1725,27.8,21,0
8450,L,298.4,310.0,1559,44.2,23,0
8451,L,298.5,310.0,1435,42.5,25,0
8452,M,298.6,310.0,1512,37.5,27,0
8453,L,298.6,309.9,1564,37.1,30,0
8454,L,298.6,310.0,1522,40.3,32,0
8455,L,298.6,309.9,1356,59.5,34,0
8456,L,298.6,309.9,1556,38.6,36,0
8457,L,298.6,309.9,1393,45.5,38,0
8458,L,298.7,309.9,1753,26.8,40,0
8459,L,298.7,309.9,1651,29.5,42,0
8460,L,298.7,309.9,1372,54.7,44,0
8461,L,298.7,309.9,1446,43.3,46,0
8462,M,298.7,309.8,1501,44.7,48,0
8463,M,298.7,309.9,1411,45.1,51,0
8464,H,298.6,309.7,1672,27.5,54,0
8465,M,298.7,309.8,1475,40.5,59,0
8466,L,298.7,309.8,1469,38.4,62,0
8467,L,298.6,309.8,1704,28.3,64,0
8468,H,298.6,309.7,1463,39.1,66,0
8469,M,298.6,309.7,1280,64.1,71,0
8470,L,298.7,309.9,1464,38.0,74,0
8471,L,298.6,309.8,1332,46.4,76,0
8472,L,298.5,309.7,1634,37.8,78,0
8473,M,298.6,309.8,1430,43.1,80,0
8474,M,298.5,309.7,1523,44.6,83,0
8475,M,298.5,309.7,1557,37.7,86,0
8476,L,298.5,309.6,1585,32.2,89,0
8477,H,298.5,309.6,1579,33.5,91,0
8478,M,298.5,309.7,1354,60.8,96,0
8479,L,298.6,309.7,1627,33.4,99,0
8480,L,298.4,309.6,1477,35.6,101,0
8481,M,298.3,309.4,1595,29.0,103,0
8482,L,298.4,309.5,1520,38.1,106,0
8483,L,298.3,309.4,1618,31.5,108,0
8484,L,298.4,309.5,1397,50.3,110,0
8485,L,298.4,309.5,1450,47.9,112,0
8486,M,298.5,309.5,1501,40.2,114,0
8487,L,298.4,309.4,1392,50.1,117,0
8488,L,298.4,309.4,1385,43.2,119,0
8489,L,298.4,309.4,1461,46.3,121,0
8490,M,298.5,309.6,1364,58.7,123,0
8491,L,298.5,309.5,1579,38.6,126,0
8492,M,298.4,309.5,1514,38.8,128,0
8493,M,298.3,309.5,1560,36.9,131,0
8494,L,298.3,309.5,1542,36.7,134,0
8495,L,298.3,309.4,1668,27.1,136,0
8496,M,298.3,309.4,1816,22.6,138,0
8497,M,298.3,309.4,1509,34.2,141,0
8498,L,298.4,309.6,1479,37.8,144,0
8499,L,298.4,309.6,1655,30.2,146,0
8500,L,298.3,309.5,1711,30.3,148,0
8501,L,298.4,309.7,1581,34.6,150,0
8502,H,298.6,309.8,1279,55.9,152,0
8503,L,298.5,309.8,1468,40.9,157,0
8504,L,298.4,309.7,1419,41.3,159,0
8505,L,298.4,309.7,1530,38.6,161,0
8506,L,298.4,309.6,1710,27.3,163,1
8507,L,298.4,309.7,1518,39.8,165,0
8508,M,298.4,309.7,1679,33.3,167,0
